TF_gene,tissue_bladder,TF_transcript_id_bladder,target_gene_bladder,target_transcript_id_bladder,importance_bladder,bladder_percentage,bladder_opposite_percentage,tissue_uterus,TF_transcript_id_uterus,target_gene_uterus,target_transcript_id_uterus,importance_uterus,uterus_percentage,uterus_opposite_percentage,log2FoldChange,regulation_status,is_common_TF
TFCP2,bladder,TFCP2-201,ZNF610,ZNF610-207,4.068789346372431,0.12139580602883362,0.8786041939711664,uterus,TFCP2-201,CROT,CROT-201,4.13543063364818,0.8786041939711663,0.12139580602883371,0.0,0,True
ZNF512B,bladder,ZNF512B-201,WSB1,WSB1-209,4.068777509456999,0.10063969903907699,0.899360300960923,uterus,ZNF512B-201,ZC3H7B,0,6.029456135715375,0.8993603009609229,0.1006396990390771,0.0,0,True
LDB1,bladder,LDB1-201,PEX16,PEX16-202,4.065443928991446,0.1095673350109587,0.8904326649890413,uterus,LDB1-201,LDB1,0,8.735319814462029,0.8904326649890413,0.10956733501095872,0.0,0,True
NR2C2,bladder,NR2C2-210,SLC8B1,SLC8B1-204,4.0643658797995,0.09569599721948678,0.9043040027805133,uterus,NR2C2-213,TNKS,0,4.777353125338845,0.9036198288159772,0.09638017118402276,0.0,0,True
ZNF77,bladder,ZNF77-201,SPATA7,SPATA7-205,4.06156552830666,0.1089570461356321,0.8910429538643679,uterus,ZNF77-201,ZNF57,ZNF57-201,4.977523387572917,0.8910429538643678,0.10895704613563217,0.0,0,True
YY1,bladder,YY1-204,ZDHHC4,ZDHHC4-207,4.061108430217978,0.10676053111535988,0.8932394688846401,uterus,YY1-201,YY1,0,8.197783328921695,0.869371366404749,0.130628633595251,0.0,0,True
MED23,bladder,MED23-205,OLFM4,0,4.055411075784339,0.09552998803107772,0.9044700119689223,uterus,MED23-206,KLHDC1,KLHDC1-201,4.42421987045331,0.9159915595915444,0.08400844040845556,0.0,0,True
FOXO6,bladder,FOXO6-201,SPPL2B,SPPL2B-209,4.052802928527161,0.054014126771617196,0.9459858732283828,uterus,FOXO6-201,FOXO6,0,4.823332783571626,0.9459858732283829,0.0540141267716171,0.0,0,True
NAB2,bladder,NAB2-204,TRIM7,TRIM7-206,4.051025934412846,0.08343748140213052,0.9165625185978695,uterus,NAB2-201,NAB2,0,5.896017619851802,0.9166263241827087,0.08337367581729127,0.0,0,True
KLF6,bladder,KLF6-204,SLC41A3,SLC41A3-202,4.04842951099408,0.14791120098316934,0.8520887990168307,uterus,KLF6-204,KLF6,KLF6-205,5.1475543805886135,0.8520887990168307,0.14791120098316934,0.0,0,True
ZNF671,bladder,ZNF671-205,ANAPC5,ANAPC5-221,4.045972412279876,0.0,0.0,uterus,ZNF671-201,ZNF671,0,6.430616185009764,0.7648986278926889,0.23510137210731108,0.0,0,True
ZNF383,bladder,ZNF383-203,G6PD,G6PD-209,4.0442544791660815,0.10730275229357798,0.892697247706422,uterus,ZNF383-201,DNAJB14,0,4.044868081265308,0.8892140205147568,0.11078597948524316,0.0,0,True
SATB1,bladder,SATB1-201,SATB1,SATB1-209,4.037862579001157,0.2919514203375874,0.7080485796624125,uterus,SATB1-209,COQ8A,0,4.141305016681408,0.766510112144158,0.23348988785584202,-1.75880515867129,Downregulated,True
ZNF431,bladder,ZNF431-202,SARS2,SARS2-205,4.037358329649288,0.10664938602464685,0.8933506139753531,uterus,ZNF431-201,MIOS,MIOS-208,4.067985257397931,0.9121556177356867,0.08784438226431335,0.0,0,True
SNAI2,bladder,SNAI2-201,CRLS1,CRLS1-204,4.0356135914750775,0.13450834303453632,0.8654916569654637,uterus,SNAI2-201,SNAI2,0,4.273959812753359,0.8654916569654637,0.1345083430345363,0.0,0,True
DACH1,bladder,DACH1-201,TCF7,TCF7-203,4.034725820784534,0.13476003813963341,0.8652399618603666,uterus,DACH1-201,DACH1,0,8.4335211668485,0.8652399618603666,0.13476003813963344,0.0,0,True
AHR,bladder,AHR-201,HHIP,0,4.020023752183365,0.29805734503821896,0.7019426549617811,uterus,AHR-201,AHR,0,6.021440700521924,0.701942654961781,0.298057345038219,-1.64535486421872,Downregulated,True
TCF21,bladder,TCF21-201,UBTD2,UBTD2-201,4.016321007039958,0.0,0.0,uterus,TCF21-202,GDF6,GDF6-201,4.959192653183204,0.6343950154677356,0.3656049845322644,-2.16728619339357,Downregulated,True
PRDM2,bladder,PRDM2-201,RECQL5,RECQL5-203,4.008739847149884,0.09476757904672017,0.9052324209532798,uterus,PRDM2-204,ANKLE2,0,4.897524293813035,0.8916107967756937,0.10838920322430634,0.0,0,True
ZBTB33,bladder,ZBTB33-201,RGS14,0,4.006420265708613,0.12454000891103806,0.875459991088962,uterus,ZBTB33-201,ZNF24,ZNF24-202,4.017840877997376,0.8754599910889619,0.12454000891103811,0.0,0,True
BTG2,bladder,BTG2-202,FLII,FLII-206,4.006306147322136,0.34826861974258155,0.6517313802574185,uterus,BTG2-201,BTG2,BTG2-202,6.473943695718042,0.6753092903032203,0.3246907096967797,-1.84006234973317,Downregulated,True
PHB1,bladder,PHB1-211,CYBC1,CYBC1-202,4.00462248457184,0.07192575406032484,0.9280742459396751,uterus,PHB1-201,PSMB6,PSMB6-201,6.743556332705564,0.8665130909522899,0.1334869090477101,0.0,0,True
KLF13,bladder,KLF13-202,FBXO11,FBXO11-210,4.000737268321117,0.1334792122538293,0.8665207877461707,uterus,KLF13-201,KLF13,0,5.272491474983017,0.8877555872563007,0.11224441274369934,0.0,0,True
SIX2,bladder,SIX2-201,RNF149,0,4.000279184859858,0.23773486430062638,0.7622651356993736,uterus,SIX2-201,SIX2,0,8.043910117975264,0.7622651356993736,0.2377348643006264,0.0,0,True
SP4,bladder,SP4-201,RMDN2,RMDN2-202,3.9977997335212914,0.09751283063560993,0.9024871693643901,uterus,SP4-201,SP4,0,5.932981898156118,0.9024871693643901,0.09751283063560989,0.0,0,True
ZNF711,bladder,ZNF711-203,PCDHAC2,0,3.993002778078914,0.11451379154688647,0.8854862084531135,uterus,ZNF711-202,FRAS1,0,4.185065133993774,0.9202389132618003,0.0797610867381997,0.0,0,True
HOXC8,bladder,HOXC8-201,ZFYVE21,ZFYVE21-203,3.9836367492814126,0.07164685908319185,0.9283531409168082,uterus,HOXC8-201,HOXC4,0,4.762595639884644,0.9283531409168082,0.0716468590831918,0.0,0,True
JUNB,bladder,JUNB-201,CLSTN3,CLSTN3-201,3.978953215667468,0.2873909127253276,0.7126090872746724,uterus,JUNB-201,JUNB,0,3.893650753738937,0.7126090872746724,0.2873909127253276,-1.57637482935906,Downregulated,True
SIN3A,bladder,SIN3A-207,ZNF789,ZNF789-207,3.97048302239795,0.10090217341777923,0.8990978265822208,uterus,SIN3A-207,OTUD7B,OTUD7B-203,4.377239825187043,0.8990978265822207,0.1009021734177793,0.0,0,True
FOXO3,bladder,FOXO3-201,ZBTB16,ZBTB16-201,3.9663772322799664,0.11652448167106147,0.8834755183289386,uterus,FOXO3-201,CD24,0,3.922392276505267,0.8834755183289386,0.11652448167106144,0.0,0,True
MXI1,bladder,MXI1-201,LHFPL2,LHFPL2-207,3.959400589441666,0.11324762371155311,0.8867523762884468,uterus,MXI1-201,POLR1D,POLR1D-208,4.496893455379556,0.8867523762884469,0.11324762371155306,0.0,0,True
ADNP2,bladder,ADNP2-201,DBT,0,3.9591216530884727,0.14468431102056475,0.8553156889794352,uterus,ADNP2-201,ADNP2,0,5.800302297674718,0.8553156889794352,0.14468431102056478,0.0,0,True
ASXL1,bladder,ASXL1-204,HYDIN,0,3.959078372917305,0.09140624367987189,0.9085937563201281,uterus,ASXL1-204,CSNK1E,CSNK1E-215,4.817099887497571,0.9085937563201281,0.09140624367987193,0.0,0,True
ZNF331,bladder,ZNF331-201,USP16,USP16-205,3.958434008231769,0.09198060425214472,0.9080193957478553,uterus,ZNF331-202,MAS1,0,4.367369630270709,0.8856343326375669,0.11436566736243314,0.0,0,True
CTCF,bladder,CTCF-201,SQSTM1,SQSTM1-215,3.955753537974284,0.11327495347521462,0.8867250465247853,uterus,CTCF-201,IL6,0,4.249385963449562,0.8867250465247853,0.11327495347521466,0.0,0,True
KLF5,bladder,KLF5-201,ACTR3C,ACTR3C-201,3.9531313222274553,0.0,0.0,uterus,KLF5-205,KLF5,0,6.97668015291258,0.4393011961146345,0.5606988038853655,-3.52834772899524,Downregulated,True
NRF1,bladder,NRF1-205,GTF3A,GTF3A-201,3.9484394241526135,0.10109044175021474,0.8989095582497852,uterus,NRF1-207,PABPN1,PABPN1-208,3.82921737069818,0.897415529518568,0.10258447048143204,0.0,0,True
TP53,bladder,TP53-225,PNPLA8,PNPLA8-201,3.945569864488809,0.11012458907704636,0.8898754109229536,uterus,TP53-225,TP53,TP53-201,5.451068403478509,0.8898754109229536,0.11012458907704636,0.0,0,True
ARID4A,bladder,ARID4A-202,MAPK10,MAPK10-234,3.943841816547351,0.11832996440262597,0.881670035597374,uterus,ARID4A-202,DENND4C,0,3.924812255542943,0.881670035597374,0.118329964402626,0.0,0,True
PPARGC1B,bladder,PPARGC1B-203,HAT1,HAT1-206,3.940481070414972,0.20786092214663635,0.7921390778533637,uterus,PPARGC1B-201,PPARGC1B,0,10.27700842290027,0.7679098632282944,0.23209013677170565,0.0,0,True
TBX6,bladder,TBX6-203,STX10,STX10-204,3.9368917754489168,0.23167305236270755,0.7683269476372925,uterus,TBX6-203,TBX6,0,5.457427099270523,0.7683269476372925,0.23167305236270752,-1.52616328004871,Downregulated,True
RCOR1,bladder,RCOR1-201,IMPA1,IMPA1-201,3.935794080170438,0.1189102329997809,0.8810897670002191,uterus,RCOR1-201,RCOR1,0,4.72272173353804,0.8810897670002191,0.11891023299978087,0.0,0,True
HOXB9,bladder,HOXB9-201,FLNA,FLNA-213,3.930497599157775,0.11697827185447189,0.8830217281455282,uterus,HOXB9-201,HOXB9,0,3.958402515960406,0.883021728145528,0.11697827185447196,0.0,0,True
ZKSCAN7,bladder,ZKSCAN7-201,PDE7B,PDE7B-201,3.927691602507336,0.0950987564008778,0.9049012435991222,uterus,ZKSCAN7-201,ZKSCAN7,0,5.867458808931168,0.9049012435991223,0.09509875640087773,0.0,0,True
PATZ1,bladder,PATZ1-205,TET2,TET2-204,3.926965378884589,0.0,0.0,uterus,PATZ1-201,PATZ1,0,4.674600923078924,0.8999857635385653,0.1000142364614347,-5.11952690574737,Downregulated,True
TRIM14,bladder,TRIM14-201,IMPA2,IMPA2-204,3.9250401940631536,0.15098233146513304,0.8490176685348669,uterus,TRIM14-201,TRIM14,0,6.421780643822895,0.8490176685348669,0.15098233146513307,0.0,0,True
MEOX2,bladder,MEOX2-201,ANKRD29,ANKRD29-206,3.923554093659673,0.14596547477986102,0.854034525220139,uterus,MEOX2-201,MEOX2,0,6.548663184846011,0.854034525220139,0.145965474779861,0.0,0,True
MSX1,bladder,MSX1-201,EXOG,0,3.922547880051807,0.07143454310689173,0.9285654568931083,uterus,MSX1-201,RIMS4,0,5.104382148229421,0.9285654568931083,0.07143454310689168,0.0,0,True
ZNF217,bladder,ZNF217-201,TAB1,TAB1-206,3.919586870920841,0.19138728489758386,0.8086127151024162,uterus,ZNF217-201,OLFM4,0,4.631351578752511,0.8086127151024161,0.19138728489758394,0.0,0,True
HOXA10,bladder,HOXA10-202,ATF7IP,ATF7IP-201,3.916643294969896,0.032685930838465174,0.9673140691615348,uterus,HOXA10-202,EXTL2,0,4.7157381854628495,0.9673140691615348,0.03268593083846516,1.69622045171619,Upregulated,True
ZNF316,bladder,ZNF316-203,SRRM2,SRRM2-209,3.9137656476430727,0.08747669172932335,0.9125233082706766,uterus,ZNF316-201,HGS,HGS-201,6.5043171392814045,0.8981046318335698,0.10189536816643019,0.0,0,True
HOXA11,bladder,HOXA11-201,SPEF2,SPEF2-201,3.912759459890219,0.027834775492520416,0.9721652245074796,uterus,HOXA11-201,HOXA11,0,6.108060262907508,0.9721652245074797,0.027834775492520336,2.15926369068052,Upregulated,True
CEBPB,bladder,CEBPB-201,CENPL,0,3.907624452869718,0.11342962130300485,0.8865703786969952,uterus,CEBPB-201,CEBPB,0,5.106683942934166,0.8865703786969952,0.11342962130300482,0.0,0,True
BMAL1,bladder,BMAL1-206,MFGE8,MFGE8-216,3.9057363815936976,0.1127069881846532,0.8872930118153468,uterus,BMAL1-206,BMAL1,0,5.851693583371913,0.8872930118153468,0.11270698818465319,0.0,0,True
TBX19,bladder,TBX19-204,COL13A1,COL13A1-202,3.905502301765533,0.031768310582709514,0.9682316894172904,uterus,TBX19-204,SPTAN1,SPTAN1-208,5.657492896827986,0.9682316894172904,0.03176831058270957,1.98533979362744,Upregulated,True
BHLHE41,bladder,BHLHE41-201,ZNF69,0,3.9031795308053496,0.33929223281281684,0.6607077671871832,uterus,BHLHE41-201,TFPI2,0,3.968810135897832,0.6607077671871832,0.33929223281281684,-1.93145561301655,Downregulated,True
SOX2,bladder,SOX2-201,DESI2,DESI2-204,3.8949279771808167,0.5225700164744647,0.47742998352553534,uterus,SOX2-201,SOX2,0,5.568023668862679,0.47742998352553534,0.5225700164744647,-3.26835536010757,Downregulated,True
NR4A1,bladder,NR4A1-214,PPT2,PPT2-245,3.8907172268155694,0.0,0.0,uterus,NR4A1-212,RCAN2,0,3.903973472412477,0.0,0.0,-7.26762635277173,Downregulated,True
MAFK,bladder,MAFK-201,TMA16,0,3.886756275851248,0.11097803855825654,0.8890219614417435,uterus,MAFK-201,MAFK,MAFK-202,5.229385715595567,0.8890219614417434,0.11097803855825661,0.0,0,True
ASH1L,bladder,ASH1L-202,RPL7,RPL7-207,3.8865050405918704,0.11445966514459663,0.8855403348554034,uterus,ASH1L-202,ERLIN1,ERLIN1-202,5.372648662733906,0.8855403348554034,0.1144596651445966,0.0,0,True
HEYL,bladder,HEYL-201,HEYL,0,3.8861902455147854,0.042924615450208654,0.9570753845497914,uterus,HEYL-201,HEYL,0,5.302978533596997,0.9570753845497912,0.04292461545020876,0.0,0,True
ID1,bladder,ID1-201,FADS3,FADS3-201,3.8843996407345607,0.5123172324927967,0.4876827675072033,uterus,ID1-201,ID1,ID1-202,6.9820876368933975,0.48768276750720335,0.5123172324927967,-2.29408172444315,Downregulated,True
IRF8,bladder,IRF8-201,SLC49A3,0,3.881976692295523,0.2077031304959549,0.7922968695040451,uterus,IRF8-201,CLIC6,0,5.431130525001801,0.7922968695040451,0.2077031304959549,0.0,0,True
NFKB1,bladder,NFKB1-205,SMG9,SMG9-211,3.881887666931344,0.1507994966700427,0.8492005033299573,uterus,NFKB1-211,ATRX,ATRX-212,4.46425816957009,0.9259820160908661,0.07401798390913394,0.0,0,True
FOXO4,bladder,FOXO4-202,SLC48A1,SLC48A1-201,3.880682052240107,0.1175043964229955,0.8824956035770045,uterus,FOXO4-202,TPRG1L,TPRG1L-202,5.161648041673072,0.8824956035770046,0.11750439642299537,0.0,0,True
E2F5,bladder,E2F5-201,TRAPPC12,TRAPPC12-221,3.879561710126015,0.06699736664829443,0.9330026333517055,uterus,E2F5-201,PCED1A,0,5.257544818570393,0.9330026333517055,0.06699736664829448,0.0,0,True
IKZF4,bladder,IKZF4-202,KCNK3,0,3.878615562503628,0.10788355425889513,0.8921164457411048,uterus,IKZF4-202,IKZF4,0,5.570596911034057,0.8921164457411049,0.10788355425889506,0.0,0,True
ZKSCAN3,bladder,ZKSCAN3-202,PRSS35,PRSS35-201,3.8776774239625,0.09188738434658296,0.908112615653417,uterus,ZKSCAN3-201,ZKSCAN3,0,4.072248137501605,0.8950883301464083,0.10491166985359168,0.0,0,True
CBFA2T3,bladder,CBFA2T3-202,RAB33A,0,3.876921976069661,0.08279562919490285,0.9172043708050972,uterus,CBFA2T3-202,CBFA2T3,0,6.33396619629486,0.9172043708050972,0.0827956291949028,0.0,0,True
JARID2,bladder,JARID2-201,CLK1,CLK1-213,3.876306591677968,0.10568770243228186,0.8943122975677181,uterus,JARID2-202,DIABLO,DIABLO-206,4.300451843772291,0.0,0.0,3.53088589259275,Upregulated,True
TFAM,bladder,TFAM-201,CLPTM1,0,3.874189134405426,0.12424616228070176,0.8757538377192983,uterus,TFAM-204,TFAM,0,5.4611260591877,0.8872187742435997,0.11278122575640026,0.0,0,True
FOXJ3,bladder,FOXJ3-203,KDM2A,KDM2A-212,3.865410092705701,0.0887821007668159,0.9112178992331841,uterus,FOXJ3-203,CSTF3,CSTF3-202,6.343242495065588,0.9112178992331841,0.08878210076681592,0.0,0,True
TFAP2E,bladder,TFAP2E-201,LYRM4,LYRM4-208,3.8614595931690254,0.054002656363197316,0.9459973436368027,uterus,TFAP2E-201,GPR35,0,4.307161066558887,0.9459973436368028,0.05400265636319723,0.0,0,True
THAP7,bladder,THAP7-204,GPATCH2,GPATCH2-201,3.8553951103613904,0.08664653074141467,0.9133534692585853,uterus,THAP7-202,THAP7,0,5.223465854838699,0.8866324196404974,0.11336758035950256,0.0,0,True
RBAK,bladder,RBAK-202,ZNF670,ZNF670-201,3.854419053779999,0.11588291449187318,0.8841170855081268,uterus,RBAK-202,RBAK,0,7.496308631897372,0.8841170855081267,0.11588291449187327,0.0,0,True
PURB,bladder,PURB-201,RAB23,RAB23-202,3.854315346918688,0.11686356844905825,0.8831364315509418,uterus,PURB-201,PURB,0,4.004928475803913,0.8831364315509417,0.11686356844905832,0.0,0,True
ZBTB16,bladder,ZBTB16-201,FOXO1,FOXO1-201,3.852987138473381,0.11816493846650637,0.8818350615334937,uterus,ZBTB16-201,ZBTB16,0,7.634116000765217,0.8818350615334936,0.11816493846650644,0.0,0,True
PRRX2,bladder,PRRX2-201,GPLD1,0,3.852548367156158,0.258551390369945,0.741448609630055,uterus,PRRX2-201,PRRX2,0,3.884933682263499,0.741448609630055,0.258551390369945,-1.57853388377882,Downregulated,True
ERF,bladder,ERF-202,STAT2,STAT2-203,3.850905146957439,0.07617866105563596,0.923821338944364,uterus,ERF-202,ERF,0,5.476836778107142,0.923821338944364,0.07617866105563598,0.0,0,True
RFX5,bladder,RFX5-201,MRPL34,MRPL34-202,3.8477923400603338,0.11176043531077716,0.8882395646892228,uterus,RFX5-201,RFX5,0,7.009381237792765,0.8882395646892228,0.11176043531077717,0.0,0,True
SP3,bladder,SP3-206,UBA6,UBA6-201,3.846081049062933,0.09548629768941427,0.9045137023105857,uterus,SP3-201,HMGB1,HMGB1-203,4.196526512502276,0.884189620930835,0.11581037906916503,0.0,0,True
NUPR1,bladder,NUPR1-202,SKIC2,SKIC2-211,3.8430188970140167,0.12357837573589461,0.8764216242641054,uterus,NUPR1-203,NUPR1,NUPR1-201,4.8784041065052985,0.8612049671459201,0.1387950328540799,0.0,0,True
CARF,bladder,CARF-202,VPS52,VPS52-218,3.8424071617332687,0.10852249558243854,0.8914775044175615,uterus,CARF-202,CARF,0,6.943552533766093,0.8914775044175615,0.10852249558243854,0.0,0,True
SMARCA1,bladder,SMARCA1-203,ZNF354A,ZNF354A-203,3.817130077430567,0.13721981872638644,0.8627801812736136,uterus,SMARCA1-203,SMARCA1,0,5.950457633759734,0.8627801812736136,0.13721981872638644,0.0,0,True
SIRT1,bladder,SIRT1-201,YAP1,YAP1-208,3.8126271312716415,0.11435975989882978,0.8856402401011703,uterus,SIRT1-201,AFTPH,AFTPH-201,4.477023805551449,0.8856402401011703,0.11435975989882974,0.0,0,True
ESR1,bladder,ESR1-206,IL2RB,IL2RB-201,3.809569004849205,0.05957261771648651,0.9404273822835135,uterus,ESR1-208,TTC3,TTC3-214,5.336842812216986,0.0,0.0,4.64461538068814,Upregulated,True
MAF,bladder,MAF-201,CHD3,CHD3-204,3.807535628035811,0.09404057480980557,0.9059594251901945,uterus,MAF-202,MAF,0,4.827571727384207,0.9216668935762673,0.0783331064237327,0.0,0,True
SAP30,bladder,SAP30-201,FAAP100,FAAP100-202,3.8045444313011454,0.15613308342510404,0.843866916574896,uterus,SAP30-201,SAP30,0,4.185600716646004,0.8438669165748959,0.15613308342510412,0.0,0,True
SMAD6,bladder,SMAD6-201,TRIP6,TRIP6-206,3.801862992024193,0.16093339570364507,0.8390666042963549,uterus,SMAD6-201,SMAD6,0,7.361782008222552,0.8390666042963549,0.16093339570364507,0.0,0,True
KLF10,bladder,KLF10-201,XRRA1,XRRA1-213,3.798233436461228,0.1259226803225429,0.8740773196774572,uterus,KLF10-201,KLF10,0,5.070672826412158,0.874077319677457,0.12592268032254295,0.0,0,True
HES6,bladder,HES6-203,IDO1,0,3.79254272429005,0.03952083333333334,0.9604791666666667,uterus,HES6-201,HES6,HES6-203,5.182541217562683,0.0,0.0,1.53719727072251,Upregulated,True
TBL1XR1,bladder,TBL1XR1-215,WAC,WAC-201,3.7897624405382655,0.09449284614518004,0.90550715385482,uterus,TBL1XR1-232,TMEM219,TMEM219-204,5.361238202403758,0.8967835861025737,0.1032164138974263,0.0,0,True
FHL2,bladder,FHL2-207,IRAK3,IRAK3-203,3.787092692596441,0.11131770807848512,0.8886822919215149,uterus,FHL2-206,FHL2,0,4.475426959495641,0.9081418523081327,0.09185814769186729,0.0,0,True
PARP9,bladder,PARP9-202,CHRNA3,0,3.785928542535581,0.07349934469200525,0.9265006553079947,uterus,PARP9-205,POU2AF1,POU2AF1-201,4.752227040285502,0.9019399074220903,0.09806009257790971,0.0,0,True
PRDM4,bladder,PRDM4-201,ZBTB43,0,3.782006742500045,0.10745083905449236,0.8925491609455076,uterus,PRDM4-201,PRDM4,0,6.201246633364813,0.8925491609455077,0.10745083905449226,0.0,0,True
DRAP1,bladder,DRAP1-201,KCMF1,0,3.780783241683429,0.11549559368227467,0.8845044063177253,uterus,DRAP1-201,DRAP1,0,5.054474097332945,0.8845044063177253,0.11549559368227469,0.0,0,True
MYC,bladder,MYC-205,CMBL,0,3.7768807467110506,0.12878498669914623,0.8712150133008538,uterus,MYC-205,MYC,MYC-202,4.999205841573007,0.8712150133008538,0.12878498669914618,0.0,0,True
ERG,bladder,ERG-211,HYCC1,0,3.773971392509309,0.054806587514362334,0.9451934124856377,uterus,ERG-211,LRRC70,0,4.722406339614984,0.9451934124856378,0.05480658751436218,0.0,0,True
MEF2B,bladder,MEF2B-202,SNAPC5,SNAPC5-205,3.768803430409113,0.09797343557442151,0.9020265644255785,uterus,MEF2B-201,ARFRP1,ARFRP1-207,6.710240930755234,0.9288698805628918,0.07113011943710823,0.0,0,True
ZNF134,bladder,ZNF134-201,AGPAT3,AGPAT3-201,3.762056996619123,0.13847894113667128,0.8615210588633287,uterus,ZNF134-201,ZNF134,0,5.291026879793471,0.8615210588633287,0.13847894113667125,0.0,0,True
SMAD7,bladder,SMAD7-202,AKT1S1,AKT1S1-201,3.748405921513797,0.13721438271240471,0.8627856172875953,uterus,SMAD7-202,SMAD7,0,6.552379109941232,0.8627856172875953,0.13721438271240471,0.0,0,True
ZNF350,bladder,ZNF350-201,CD46,CD46-208,3.742281529006304,0.12446998963535287,0.8755300103646472,uterus,ZNF350-201,ZNF350,0,4.585280295536344,0.8755300103646472,0.12446998963535283,0.0,0,True
NCOA1,bladder,NCOA1-206,TTC7B,TTC7B-202,3.742119427383494,0.1275952693823916,0.8724047306176084,uterus,NCOA1-201,ENSG00000258674,ENST00000555938,4.039862254924664,0.8850869980133603,0.11491300198663967,0.0,0,True
LYAR,bladder,LYAR-201,BMAL2,0,3.73767807709466,0.13486023305504774,0.8651397669449523,uterus,LYAR-203,METTL23,METTL23-209,5.359532643191173,0.8905744930943286,0.10942550690567143,0.0,0,True
ARID5B,bladder,ARID5B-201,TRPS1,0,3.732940546852453,0.0801819720032769,0.9198180279967231,uterus,ARID5B-201,THBS1,0,4.185788497844157,0.9198180279967231,0.08018197200327692,0.0,0,True
PHF8,bladder,PHF8-211,PRKAA1,PRKAA1-208,3.7293463114119727,0.11101306036004234,0.8889869396399577,uterus,PHF8-202,WHAMM,0,4.759320149125212,0.9054833125101548,0.09451668748984521,0.0,0,True
MIER1,bladder,MIER1-204,GOLGA3,GOLGA3-203,3.7242218859824807,0.11954602774274913,0.8804539722572509,uterus,MIER1-201,ITSN2,ITSN2-206,5.265526912018718,0.8955866117349275,0.10441338826507252,0.0,0,True
TCF20,bladder,TCF20-201,SPIRE1,0,3.7213068457352736,0.13385162982390408,0.8661483701760959,uterus,TCF20-202,TCF20,0,5.63497830472835,0.8968228780986637,0.10317712190133632,0.0,0,True
HOXB7,bladder,HOXB7-201,RIPOR1,RIPOR1-202,3.719243308590765,0.16556370551480576,0.8344362944851942,uterus,HOXB7-201,HOXB7,0,4.134975467844715,0.8344362944851943,0.1655637055148057,0.0,0,True
ID4,bladder,ID4-201,ECHDC2,0,3.718638590981607,0.12665050490321175,0.8733494950967883,uterus,ID4-201,ID4,0,4.787175676817356,0.8733494950967883,0.12665050490321172,0.0,0,True
HR,bladder,HR-206,HHEX,HHEX-201,3.71512422078314,0.3656172945696427,0.6343827054303572,uterus,HR-201,HR,HR-206,6.431427436319574,0.724024132418914,0.27597586758108605,-2.31073725604694,Downregulated,True
